index,#Organism group,Strain
9209,E.coli and Shigella,Spr2013_WWKa_ALT_41
9210,E.coli and Shigella,Spr2013_WWKa_NEU_15
9211,E.coli and Shigella,Spr2013_WWKa_ALT_71
9212,E.coli and Shigella,Spr2013_WWKa_ALT_51
9213,E.coli and Shigella,Spr2012_WWKa_OUT_37
9214,E.coli and Shigella,Spr2012_WWKa_OUT_3
9215,E.coli and Shigella,Spr2012_WWKa_NEU_74
9216,E.coli and Shigella,Spr2012_WWKa_OUT_12
9217,E.coli and Shigella,Spr2012_WWKa_NEU_31
9218,E.coli and Shigella,Spr2012_WWKa_NEU_51
9219,E.coli and Shigella,Spr2012_WWKa_ALT_27
9220,E.coli and Shigella,Spr2012_WWKa_ALT_35
9221,E.coli and Shigella,Aut2013_WWKa_OUT_20
9222,E.coli and Shigella,Aut2013_WWKa_NEU_53
9223,E.coli and Shigella,Aut2013_WWKa_NEU_28
9224,E.coli and Shigella,Aut2013_WWKa_ALT_65
9225,E.coli and Shigella,Spr2012_WWKa_OUT_13
9226,E.coli and Shigella,Aut2013_WWKa_OUT_3
9227,E.coli and Shigella,Aut2013_WWKa_NEU_44
9228,E.coli and Shigella,Aut2013_WWKa_ALT_59
9229,E.coli and Shigella,Aut2013_WWKa_ALT_45
9230,E.coli and Shigella,Aut2013_WWKa_ALT_30
9231,E.coli and Shigella,Aut2013_WWKa_ALT_17
9232,E.coli and Shigella,Aut2013_WWKa_ALT_13
9233,E.coli and Shigella,Win2012_WWKa_OUT_19
9234,E.coli and Shigella,CVM N19EC0239
9235,E.coli and Shigella,CVM N19EC0238
9236,Salmonella enterica,19WA01PC10-S1
9237,Salmonella enterica,CVM N16S139
9238,Salmonella enterica,CVM N16S156
9239,Salmonella enterica,CVM N16S150
9240,Salmonella enterica,CVM N16S183
9241,Klebsiella pneumoniae,BIDMC 16
9242,Klebsiella pneumoniae,BIDMC 32
9243,Klebsiella pneumoniae,BIDMC 4
9244,Klebsiella pneumoniae,BIDMC 2A
9245,Klebsiella pneumoniae,BIDMC 5
9246,Klebsiella pneumoniae,UCI 67
9251,Klebsiella pneumoniae,AR_0112
9252,Klebsiella pneumoniae,AR_0113
9253,Klebsiella pneumoniae,KPCTRPRTH04
9254,Klebsiella pneumoniae,KPCTRPRTH02
9255,Klebsiella pneumoniae,BWH 2
9256,Klebsiella pneumoniae,MRSN22232
9257,Klebsiella pneumoniae,102
9258,Klebsiella pneumoniae,103
9259,Klebsiella pneumoniae,104
9260,Klebsiella pneumoniae,105
9261,Klebsiella pneumoniae,106
9262,Klebsiella pneumoniae,107
9263,Klebsiella pneumoniae,108
9264,Klebsiella pneumoniae,109
9265,Klebsiella pneumoniae,KPCRETH01
9266,Klebsiella pneumoniae,KPCRETH05
9267,Klebsiella pneumoniae,110
9268,Klebsiella pneumoniae,111
9269,Klebsiella pneumoniae,112
9270,Klebsiella pneumoniae,113
9271,Klebsiella pneumoniae,114
9272,Klebsiella pneumoniae,115
9273,Klebsiella pneumoniae,116
9274,Klebsiella pneumoniae,117
9275,Klebsiella pneumoniae,118
9277,Klebsiella pneumoniae,119
9280,Klebsiella pneumoniae,120
9281,Klebsiella pneumoniae,KP-11
9282,Klebsiella pneumoniae,KP-7
9283,Klebsiella pneumoniae,BWH 15
9284,Klebsiella pneumoniae,UCI 44
9285,Klebsiella pneumoniae,UCI 43
9286,Klebsiella pneumoniae,MGH 35
9287,Klebsiella pneumoniae,280_1220
9288,Klebsiella pneumoniae,ST23
9289,Staphylococcus aureus,AR_0219
9290,Staphylococcus aureus,AR465
9291,Staphylococcus aureus,AR_0468
9292,Staphylococcus aureus,AR_0472
9293,Staphylococcus aureus,178
9294,Staphylococcus aureus,AR_0476
9295,Staphylococcus aureus,AR_0477
9296,Staphylococcus aureus,AR_0478
9297,Staphylococcus aureus,179
9298,Staphylococcus aureus,180
9299,Staphylococcus aureus,AR_0486
9300,Staphylococcus aureus,AR_0485
9301,Staphylococcus aureus,181
9302,Staphylococcus aureus,182
9303,Staphylococcus aureus,183
9304,Klebsiella pneumoniae,Kp8
9305,Klebsiella pneumoniae,121
9306,Klebsiella pneumoniae,UCI 55
9307,Klebsiella pneumoniae,Pasteur MLST 418
9309,Klebsiella pneumoniae,MRSN13748
9310,Klebsiella pneumoniae,Pasteur MLST 16
9312,Klebsiella pneumoniae,Pasteur MLST 485
9313,Klebsiella pneumoniae,122
9314,Klebsiella pneumoniae,123
9315,Klebsiella pneumoniae,124
9316,Klebsiella pneumoniae,125
9317,Klebsiella pneumoniae,126
9318,Klebsiella pneumoniae,KPH+01
9319,Klebsiella pneumoniae,KPH+02
9320,Klebsiella pneumoniae,CFSAN059643
9321,Klebsiella pneumoniae,CFSAN059627
9322,Klebsiella pneumoniae,MGH 39
9323,Klebsiella pneumoniae,127
9324,Klebsiella pneumoniae,BIDMC 60
9325,Klebsiella pneumoniae,BIDMC 68
9326,Klebsiella pneumoniae,MGH 67
9329,Klebsiella pneumoniae,AR_362
9330,Klebsiella pneumoniae,128
9331,Klebsiella pneumoniae,NICU_1_P8
9332,Klebsiella pneumoniae,NICU_1_P4
9333,Klebsiella pneumoniae,NICU_1_P2
9334,Klebsiella pneumoniae,129
9335,Klebsiella pneumoniae,130
9336,Klebsiella pneumoniae,131
9338,Klebsiella pneumoniae,132
9341,Klebsiella pneumoniae,133
9342,Klebsiella pneumoniae,KPNIH45
9346,Klebsiella pneumoniae,AR_0125
9347,Klebsiella pneumoniae,134
9348,Klebsiella pneumoniae,135
9349,Klebsiella pneumoniae,136
9350,Klebsiella pneumoniae,VAKPC254
9351,Klebsiella pneumoniae,137
9352,Klebsiella pneumoniae,MRSN681054
9353,Klebsiella pneumoniae,KPPUTH04
9354,Klebsiella pneumoniae,KPPSTH08
9355,Klebsiella pneumoniae,138
9356,Klebsiella pneumoniae,139
9357,Klebsiella pneumoniae,140
9358,Klebsiella pneumoniae,UCI 19
9359,Klebsiella pneumoniae,MGH 63
9360,Klebsiella pneumoniae,MGH 75
9361,Klebsiella pneumoniae,MGH 65
9363,Klebsiella pneumoniae,FDA-CDC-AR_0051
9364,Klebsiella pneumoniae,141
9365,Klebsiella pneumoniae,142
9366,Klebsiella pneumoniae,143
9367,Klebsiella pneumoniae,144
9368,Klebsiella pneumoniae,145
9369,Klebsiella pneumoniae,146
9370,Klebsiella pneumoniae,DHQP1002001
9371,Klebsiella pneumoniae,AR_0039
9372,Klebsiella pneumoniae,AR_0141
9373,Klebsiella pneumoniae,AR_0142
9374,Klebsiella pneumoniae,AR_0140
9375,Klebsiella pneumoniae,147
9376,Klebsiella pneumoniae,148
9377,Klebsiella pneumoniae,149
9378,Klebsiella pneumoniae,150
9379,Klebsiella pneumoniae,151
9380,Klebsiella pneumoniae,UCI 33
9381,Klebsiella pneumoniae,UCI 22
9382,Klebsiella pneumoniae,152
9383,Klebsiella pneumoniae,MRSN564304
9385,Klebsiella pneumoniae,KZN_INI_KINF_85
9386,Klebsiella pneumoniae,KZN_INI_KINF_91
9387,Klebsiella pneumoniae,FDA-CDC-AR_0106
9388,Klebsiella pneumoniae,153
9389,Klebsiella pneumoniae,154
9390,Klebsiella pneumoniae,AR_0068
9391,Klebsiella pneumoniae,AR_0066
9392,Klebsiella pneumoniae,155
9393,Klebsiella pneumoniae,156
9394,Klebsiella pneumoniae,MRSN368001
9396,Klebsiella pneumoniae,157
9399,Klebsiella pneumoniae,158
9400,Klebsiella pneumoniae,159
9401,Klebsiella pneumoniae,160
9402,Klebsiella pneumoniae,161
9403,Klebsiella pneumoniae,162
9404,Klebsiella pneumoniae,BIDMC 18C
9405,Klebsiella pneumoniae,BIDMC 45
9406,Klebsiella pneumoniae,BIDMC 34
9407,Klebsiella pneumoniae,BIDMC 18A
9408,Klebsiella pneumoniae,MGH 29
9409,Klebsiella pneumoniae,BIDMC 18B
9410,Klebsiella pneumoniae,KPCRETH30
9411,Klebsiella pneumoniae,KPCRETH29
9412,Klebsiella pneumoniae,ECCRETH01
9413,Klebsiella pneumoniae,KPCRETH11
9414,Klebsiella pneumoniae,KPPUTH08
9415,Klebsiella pneumoniae,MRSN368320
9416,Klebsiella pneumoniae,BWH 22
9417,Klebsiella pneumoniae,MGH 45
9420,Klebsiella pneumoniae,CCUG 70747
9421,Klebsiella pneumoniae,D8
9422,Klebsiella pneumoniae,MRSN365679
9423,Klebsiella pneumoniae,163
9424,Klebsiella pneumoniae,164
9425,Klebsiella pneumoniae,AR_0153
9426,Klebsiella pneumoniae,165
9427,Klebsiella pneumoniae,MRSN21304
9428,Klebsiella pneumoniae,MRSN583114
9429,Klebsiella pneumoniae,166
9430,Klebsiella pneumoniae,UCI 38
9431,Klebsiella pneumoniae,AR_0126
9432,Klebsiella pneumoniae,167
9433,Klebsiella pneumoniae,MRSN539414
9434,Klebsiella pneumoniae,NICU_2_P2
9435,Klebsiella pneumoniae,NICU_3_P4
9436,Klebsiella pneumoniae,NICU_3_P1
9437,Klebsiella pneumoniae,AR_0044
9438,Klebsiella pneumoniae,AR_0047
9439,Klebsiella pneumoniae,AR_0042
9442,Klebsiella pneumoniae,AR_0098
9446,Klebsiella pneumoniae,168
9451,Klebsiella pneumoniae,MGH 60
9452,Klebsiella pneumoniae,AR_0012
9453,Klebsiella pneumoniae,kpn-hnqyy
9454,Klebsiella pneumoniae,169
9455,Klebsiella pneumoniae,170
9456,Klebsiella pneumoniae,171
9457,Klebsiella pneumoniae,172
9458,Klebsiella pneumoniae,173
9487,Klebsiella pneumoniae,MRSN526410
9488,Klebsiella pneumoniae,Pasteur MLST 45
9489,Klebsiella pneumoniae,UCI 63
9490,Klebsiella pneumoniae,AR_0143
9491,Klebsiella pneumoniae,174
9492,Klebsiella pneumoniae,175
9493,Klebsiella pneumoniae,AR_0148
9495,Klebsiella pneumoniae,CFSAN059620
9496,Klebsiella pneumoniae,CFSAN059621
9497,Klebsiella pneumoniae,MRSN28183
9498,Klebsiella pneumoniae,176
9499,Klebsiella pneumoniae,177
9500,Klebsiella pneumoniae,178
9501,Klebsiella pneumoniae,AR_0087
9502,Klebsiella pneumoniae,KPCRETH20
9503,Klebsiella pneumoniae,KPCRETH18
9504,Klebsiella pneumoniae,KPCRETH19
9509,Klebsiella pneumoniae,UCI 59
9510,Klebsiella pneumoniae,179
9511,Klebsiella pneumoniae,OSUCMP263AKPC
9512,Klebsiella pneumoniae,BIDMC 12C
9513,Klebsiella pneumoniae,BIDMC 12B
9514,Klebsiella pneumoniae,BIDMC 12A
9515,Klebsiella pneumoniae,AR_0117
9516,Klebsiella pneumoniae,180
9517,Klebsiella pneumoniae,B10
9518,Klebsiella pneumoniae,C2
9519,Klebsiella pneumoniae,CFSAN059641
9520,Klebsiella pneumoniae,181
9521,Klebsiella pneumoniae,Kp33
9522,Klebsiella pneumoniae,Kp10
9523,Klebsiella pneumoniae,A3
9524,Klebsiella pneumoniae,A2
9525,Klebsiella pneumoniae,MRSN414780
9526,Klebsiella pneumoniae,MRSN21352
9527,Klebsiella pneumoniae,182
9528,Klebsiella pneumoniae,183
9529,Klebsiella pneumoniae,184
9530,Klebsiella pneumoniae,MRSN410359
9531,Klebsiella pneumoniae,MRSN499958
9532,Klebsiella pneumoniae,MRSN518712
9533,E.coli and Shigella,SMG010F1
9534,E.coli and Shigella,CVM N19EC0888
9535,E.coli and Shigella,CVM N19EC0889
9536,E.coli and Shigella,CVM N19EC0891
9537,E.coli and Shigella,CVM N19EC0182
9538,E.coli and Shigella,CVM N19EC0185
9539,E.coli and Shigella,CVM N19EC0188
9540,E.coli and Shigella,CVM N19EC0865
9541,E.coli and Shigella,CVM N19EC0864
9542,E.coli and Shigella,CVM N19EC0817
9543,E.coli and Shigella,CVM N19EC0815
9544,E.coli and Shigella,CVM N19EC0812
9545,E.coli and Shigella,CVM N19EC0785
9546,E.coli and Shigella,CVM N19EC0784
9547,E.coli and Shigella,CVM N19EC0170
9548,E.coli and Shigella,CVM N19EC0710
9549,E.coli and Shigella,CVM N19EC0674
9550,E.coli and Shigella,CVM N19EC0672
9551,E.coli and Shigella,CVM N19EC0670
9552,E.coli and Shigella,CVM N19EC0610
9553,E.coli and Shigella,CVM N19EC0507
9554,E.coli and Shigella,CVM N19EC0502
9555,E.coli and Shigella,CVM N19EC0295
9556,E.coli and Shigella,CVM N19EC0279
9557,E.coli and Shigella,CVM N19EC0140
9558,E.coli and Shigella,CVM N19EC0056
9559,E.coli and Shigella,337
9560,E.coli and Shigella,338
9561,E.coli and Shigella,339
9562,E.coli and Shigella,340
9563,E.coli and Shigella,341
9564,E.coli and Shigella,342
9565,E.coli and Shigella,343
9566,E.coli and Shigella,344
9567,E.coli and Shigella,345
9568,E.coli and Shigella,346
9569,E.coli and Shigella,347
9570,E.coli and Shigella,348
9571,E.coli and Shigella,349
9572,E.coli and Shigella,350
9573,E.coli and Shigella,351
9574,E.coli and Shigella,352
9575,E.coli and Shigella,353
9576,E.coli and Shigella,354
9577,E.coli and Shigella,355
9578,E.coli and Shigella,CVM N17EC0326
9579,E.coli and Shigella,19OR07GB01-EC
9580,E.coli and Shigella,CVM N18EC1350
9581,E.coli and Shigella,CVM N18EC1348
9582,E.coli and Shigella,CVM N18EC1378
9583,E.coli and Shigella,CVM N18EC1292
9584,E.coli and Shigella,CVM N18EC1280
9585,E.coli and Shigella,CVM N18EC1288
9586,E.coli and Shigella,CVM N18EC1336
9587,E.coli and Shigella,CVM N18EC1370
9588,E.coli and Shigella,CVM N18EC1364
9589,E.coli and Shigella,CVM N18EC1366
9590,E.coli and Shigella,CVM N18EC1360
9591,E.coli and Shigella,CVM N18EC1362
9592,E.coli and Shigella,CVM N18EC1320
9593,E.coli and Shigella,CVM N18EC1322
9594,E.coli and Shigella,CVM N18EC1324
9595,E.coli and Shigella,CVM N18EC1326
9596,E.coli and Shigella,CVM N18EC1390
9597,E.coli and Shigella,CVM N18EC0472
9598,E.coli and Shigella,CVM N18EC0476
9599,E.coli and Shigella,CVM N18EC0474
9600,E.coli and Shigella,CVM N18EC0480
9601,E.coli and Shigella,CVM N18EC0478
9602,E.coli and Shigella,CVM N18EC1356
9603,E.coli and Shigella,CVM N18EC0484
9604,E.coli and Shigella,CVM N18EC1358
9605,E.coli and Shigella,CVM N18EC1374
9606,E.coli and Shigella,CVM N18EC1380
9607,E.coli and Shigella,CVM N18EC1316
9608,E.coli and Shigella,CVM N18EC1312
9609,E.coli and Shigella,CVM N18EC1392
9610,E.coli and Shigella,CVM N18EC1298
9611,E.coli and Shigella,CVM N18EC1302
9612,E.coli and Shigella,CVM N18EC1300
9613,E.coli and Shigella,CVM N18EC1310
9614,E.coli and Shigella,CVM N18EC1308
9615,E.coli and Shigella,CVM N18EC1262
9616,E.coli and Shigella,CVM N18EC1258
9617,E.coli and Shigella,CVM N18EC1142
9618,E.coli and Shigella,CVM N18EC1270
9619,E.coli and Shigella,CVM N18EC1268
9620,E.coli and Shigella,CVM N18EC1354
9621,E.coli and Shigella,CVM N18EC1352
9622,E.coli and Shigella,CVM N18EC1274
9623,E.coli and Shigella,CVM N18EC1272
9624,E.coli and Shigella,CVM N18EC1346
9625,E.coli and Shigella,CVM N18EC1344
9626,E.coli and Shigella,CVM N18EC1342
9627,E.coli and Shigella,CVM N18EC0582
9628,E.coli and Shigella,19TN07GB04K-EC
9629,E.coli and Shigella,19SC07PC08
9630,E.coli and Shigella,CVM N18EC0534
9631,E.coli and Shigella,CVM N18EC1256
9632,E.coli and Shigella,CVM N18EC1250
9633,E.coli and Shigella,CVM N18EC1248
9634,E.coli and Shigella,CVM N18EC1254
9635,E.coli and Shigella,CVM N18EC1240
9636,E.coli and Shigella,CVM N18EC1246
9637,E.coli and Shigella,CVM N18EC1244
9638,E.coli and Shigella,CVM N18EC1128
9639,E.coli and Shigella,CVM N18EC1112
9640,E.coli and Shigella,CVM N18EC1056
9641,E.coli and Shigella,CVM N18EC0822
9642,E.coli and Shigella,CVM N18EC1040
9643,E.coli and Shigella,CVM N18EC1038
9644,E.coli and Shigella,CVM N18EC0818
9645,E.coli and Shigella,CVM N18EC0570
9646,E.coli and Shigella,CVM N18EC0564
9647,E.coli and Shigella,CVM N18EC0568
9648,E.coli and Shigella,CVM N18EC0552
9649,E.coli and Shigella,CVM N18EC0558
9650,E.coli and Shigella,CVM N18EC1150
9651,E.coli and Shigella,CVM N18EC1130
9652,E.coli and Shigella,CVM N18EC1138
9653,E.coli and Shigella,CVM N18EC1144
9654,E.coli and Shigella,CVM N18EC1140
9655,E.coli and Shigella,CVM N18EC1148
9656,E.coli and Shigella,CVM N18EC1146
9657,E.coli and Shigella,CVM N18EC1180
9658,E.coli and Shigella,CVM N18EC0902
9659,E.coli and Shigella,CVM N18EC1084
9660,E.coli and Shigella,CVM N18EC0790
9661,E.coli and Shigella,CVM N18EC0786
9662,E.coli and Shigella,CVM N18EC0780
9663,E.coli and Shigella,CVM N18EC0776
9664,E.coli and Shigella,CVM N18EC0778
9665,E.coli and Shigella,CVM N18EC0794
9666,E.coli and Shigella,CVM N18EC0722
9667,E.coli and Shigella,CVM N18EC0720
9668,E.coli and Shigella,CVM N18EC0716
9669,E.coli and Shigella,CVM N18EC0350
9670,E.coli and Shigella,CVM N18EC0340
9671,E.coli and Shigella,CVM N18EC0338
9672,E.coli and Shigella,CVM N18EC0726
9673,E.coli and Shigella,CVM N18EC0728
9674,E.coli and Shigella,CVM N18EC1226
9675,E.coli and Shigella,CVM N18EC1230
9676,E.coli and Shigella,CVM N18EC1232
9677,E.coli and Shigella,CVM N18EC1218
9678,E.coli and Shigella,CVM N18EC0360
9679,E.coli and Shigella,CVM N18EC1204
9680,E.coli and Shigella,CVM N18EC1202
9681,E.coli and Shigella,CVM N18EC1210
9682,E.coli and Shigella,CVM N18EC1208
9683,E.coli and Shigella,CVM N18EC0685
9684,E.coli and Shigella,CVM N18EC0688
9685,E.coli and Shigella,CVM N18EC0678
9686,E.coli and Shigella,CVM N18EC0680
9687,E.coli and Shigella,CVM N18EC0682
9688,E.coli and Shigella,CVM N18EC0684
9689,E.coli and Shigella,CVM N18EC1166
9690,E.coli and Shigella,CVM N18EC1168
9691,E.coli and Shigella,CVM N18EC1170
9692,E.coli and Shigella,CVM N18EC1156
9693,E.coli and Shigella,CVM N18EC0896
9694,E.coli and Shigella,CVM N18EC1110
9695,E.coli and Shigella,CVM N18EC1120
9696,E.coli and Shigella,CVM N18EC1124
9697,E.coli and Shigella,CVM N18EC0766
9698,E.coli and Shigella,CVM N18EC0759
9699,E.coli and Shigella,CVM N18EC0762
9700,E.coli and Shigella,CVM N18EC0774
9701,E.coli and Shigella,CVM N18EC0772
9702,E.coli and Shigella,CVM N18EC0742
9703,E.coli and Shigella,CVM N18EC0734
9704,E.coli and Shigella,CVM N18EC0741
9705,E.coli and Shigella,CVM N18EC0738
9706,E.coli and Shigella,CVM N18EC0402
9707,E.coli and Shigella,CVM N18EC0398
9708,E.coli and Shigella,CVM N18EC0396
9709,E.coli and Shigella,CVM N18EC0750
9710,E.coli and Shigella,CVM N18EC0406
9711,E.coli and Shigella,CVM N18EC0909
9712,E.coli and Shigella,CVM N18EC0914
9713,E.coli and Shigella,CVM N18EC0916
9714,E.coli and Shigella,CVM N18EC0918
9715,E.coli and Shigella,CVM N18EC0384
9716,E.coli and Shigella,CVM N18EC0381
9717,E.coli and Shigella,CVM N18EC0392
9718,E.coli and Shigella,CVM N18EC0394
9719,E.coli and Shigella,CVM N18EC0938
9720,E.coli and Shigella,CVM N18EC0936
9721,E.coli and Shigella,CVM N18EC0934
9722,E.coli and Shigella,CVM N18EC0919
9723,E.coli and Shigella,CVM N18EC0924
9724,E.coli and Shigella,CVM N18EC0858
9725,E.coli and Shigella,CVM N18EC0984
9726,E.coli and Shigella,CVM N18EC0986
9727,E.coli and Shigella,CVM N18EC0412
9728,E.coli and Shigella,CVM N18EC0976
9729,E.coli and Shigella,CVM N18EC1222
9730,E.coli and Shigella,CVM N18EC1224
9731,E.coli and Shigella,CVM N18EC0704
9732,E.coli and Shigella,CVM N18EC0702
9733,E.coli and Shigella,CVM N18EC0700
9734,E.coli and Shigella,CVM N18EC0698
9735,E.coli and Shigella,CVM N18EC0696
9736,E.coli and Shigella,CVM N18EC0694
9737,E.coli and Shigella,CVM N18EC0690
9738,E.coli and Shigella,CVM N18EC0708
9739,E.coli and Shigella,CVM N18EC0706
9740,E.coli and Shigella,CVM N18EC1182
9741,E.coli and Shigella,CVM N18EC0874
9742,E.coli and Shigella,CVM N18EC1175
9743,E.coli and Shigella,CVM N18EC1190
9744,E.coli and Shigella,CVM N18EC1188
9745,E.coli and Shigella,CVM N18EC0862
9746,E.coli and Shigella,CVM N18EC0864
9747,E.coli and Shigella,CVM N18EC1196
9748,E.coli and Shigella,CVM N18EC0860
9749,E.coli and Shigella,CVM N18EC0870
9750,E.coli and Shigella,CVM N18EC0872
9751,E.coli and Shigella,CVM N18EC0866
9752,E.coli and Shigella,CVM N18EC0868
9753,E.coli and Shigella,CVM N18EC0422
9754,E.coli and Shigella,CVM N18EC0426
9755,E.coli and Shigella,CVM N18EC0418
9756,E.coli and Shigella,CVM N18EC0886
9757,E.coli and Shigella,CVM N18EC0884
9758,E.coli and Shigella,CVM N18EC1174
9759,E.coli and Shigella,CVM N18EC0880
9760,E.coli and Shigella,CVM N18EC0878
9761,E.coli and Shigella,CVM N18EC0443
9762,E.coli and Shigella,CVM N18EC0448
9763,E.coli and Shigella,CVM N18EC0452
9764,E.coli and Shigella,CVM N18EC0456
9765,E.coli and Shigella,CVM N18EC0462
9766,E.coli and Shigella,CVM N18EC0460
9767,E.coli and Shigella,CVM N18EC0526
9768,E.coli and Shigella,CVM N18EC0522
9769,E.coli and Shigella,CVM N18EC0506
9770,E.coli and Shigella,CVM N18EC1006
9771,E.coli and Shigella,CVM N18EC1004
9772,E.coli and Shigella,CVM N18EC0994
9773,E.coli and Shigella,CVM N18EC0992
9774,E.coli and Shigella,CVM N18EC0990
9775,E.coli and Shigella,CVM N18EC0988
9776,E.coli and Shigella,CVM N18EC1002
9777,E.coli and Shigella,CVM N18EC0980
9778,E.coli and Shigella,CVM N18EC0966
9779,E.coli and Shigella,CVM N18EC0968
9780,E.coli and Shigella,CVM N18EC0972
9781,E.coli and Shigella,CVM N18EC0974
9782,E.coli and Shigella,CVM N18EC0410
9783,E.coli and Shigella,CVM N18EC0408
9784,E.coli and Shigella,CVM N18EC0650
9785,E.coli and Shigella,CVM N18EC0648
9786,E.coli and Shigella,CVM N18EC0654
9787,E.coli and Shigella,CVM N18EC0658
9788,E.coli and Shigella,CVM N18EC0656
9789,E.coli and Shigella,CVM N18EC0662
9790,E.coli and Shigella,CVM N18EC0666
9791,E.coli and Shigella,CVM N18EC0664
9792,E.coli and Shigella,CVM N18EC0225
9793,E.coli and Shigella,CVM N18EC0206
9794,E.coli and Shigella,CVM N18EC0588
9795,E.coli and Shigella,CVM N18EC0960
9796,E.coli and Shigella,CVM N18EC0952
9797,E.coli and Shigella,CVM N18EC0948
9798,E.coli and Shigella,CVM N18EC0949
9799,E.coli and Shigella,CVM N18EC0942
9800,E.coli and Shigella,CVM N18EC0944
9801,E.coli and Shigella,CVM N18EC0623
9802,E.coli and Shigella,CVM N18EC0628
9803,E.coli and Shigella,CVM N18EC0640
9804,E.coli and Shigella,CVM N18EC0638
9805,E.coli and Shigella,CVM N18EC0644
9806,E.coli and Shigella,CVM N18EC0646
9807,E.coli and Shigella,CVM N18EC1234
9808,E.coli and Shigella,CVM N18EC0857
9809,E.coli and Shigella,CVM N18EC0844
9810,E.coli and Shigella,CVM N18EC0842
9811,Salmonella enterica,19NY07SH06
9812,Salmonella enterica,FSIS1606132
9813,Salmonella enterica,FSIS1607113
9814,Salmonella enterica,CVM N16S214
9815,Salmonella enterica,CVM N16S070
9816,Salmonella enterica,CVM N18S0406
9817,Salmonella enterica,CVM N16S201
9818,Salmonella enterica,07PM0108
9819,Salmonella enterica,17PM0222
9820,Salmonella enterica,17PM0214
9821,Salmonella enterica,17PM0145
9822,Salmonella enterica,16PM0008
9823,Salmonella enterica,05PM0104
9824,Salmonella enterica,13PM0095
9825,Salmonella enterica,05PM0089
9826,Salmonella enterica,12PM0039
